Word,Len,2:5,6:10,11:15,16:,SHA-512,
brazier,7,0,1,0,0,1658d28520c1196ad026d8866c18da240ff26f287ba7d8ce08f1a76ea145eb091d86ae6faf404e77a608922f6230fde77c8d3ab6c9fc0aa7fc3a68999cf51a37,
talking-to,10,0,1,0,0,2df759ef45c7fad2ce9d911131853a26c555a97c4655a13d834a3418f437ba47551217e1d37ddd652033ad34e0993112a590be1224608393795afcf64db0f009,
township,8,0,1,0,0,ec05cd3cf46568e482d00116dfefb48a5b7268742e6f3c1f6308612bdc8f5e90fd1674a2c60992479c1369239f384842857c0eeef82d47462d3b056d948f198b,
munificence,11,0,0,1,0,e9ca13640a87583106c24f33d1bacba8d329bbc128b43488cfd386c81cd26822457937e74c0badab6ed2a23676bf160457c0f2a4143027d2ed72665a729cb6a8,
wide,4,1,0,0,0,5818bcb570e1fe7ef4b9351d6f15e58a017dda875bdada7759f62601207f9cd948774d33b8f3c2a08617120a422ed85c17bcadbb2929ceea66c545900ef73e67,
placebo,7,0,1,0,0,ec0ac0e7d94752a109a703684e9c4303059b82c1bb3183f3fd0915bfe86673ddddd3ea5973c0b9742c03e2f35918f8ef21861c92bed34ad846352f5ca1b6dd9c,
double-jointed,14,0,0,1,0,b26dea29fb4cfccde5af28aea56b9b589aee934c81760e41a125f210844df74bfba1c8df27a6f80411dbafe5fb22c11461f2862f0567b4c7d9a26076e40442ea,
impolite,8,0,1,0,0,651b6f05da8170ed16b01b24515a453f0dc8b3bb870eab551ff2ecc2d745d1453fbfea0fdd64543821819bd9bee1b420d2100226d54fbc915ebb976858cfc78c,
pinball,7,0,1,0,0,a4036927e36f0ecf73a0a886b74bb31ff8e7ed064145e2dadc0b4ae49b2ca016ee6291c5bddf319a30343f7e3de1a400d52bbb6611760c4e0f5d5b4bde3148df,
pectoral,8,0,1,0,0,738bc57f2b6ff69c30e09c1bfde5dcfa4b384743e23cf67fb0cf7898ea8dffd39043d2dc3e6fe74d7f91d07cc2c5dd6c45edb3a12a4e69aea1bb86e03a9e897e,
mariachi,8,0,1,0,0,0a1de85e486d55fefd22304e650890d3e3da52f4127d1cab306e0dad4bdd0256021d3f2380dc0749157a18eafe87ac8faf5a20da7378b2f82919e6a1e4b4ce58,
predominant,11,0,0,1,0,75f6b0c2e969e3973c0758dbabb0119ceac91846df3646fa5aa1b4ef5477382ae9a4b146a294400515734335639500127b77083de85ea7d619575a42b37d572d,
camp,4,1,0,0,0,e332670c2502eb058cb2198df009073ebec8fb5bbc6f088661058200b7500e5d88b98fe0cd052035f6c72010245426cfaffb19c3350e8de9bd32dfb47f51e092,
cite,4,1,0,0,0,c7ef742650d486a3dfc251dcf6a6e5d1a4c3f75f7a383aa3a0b6d15028cefe6e096c98d00c7a7f8fd17c5a029f67ca1a59aefea54c2a83451eef7d7ff21b0d90,
horde,5,1,0,0,0,cab3b941b12de43bdf6fc78fc58a9da87d8b72c92e2b434486e8a26e997c9102d42a69c36543dfa84bd4f67f86264380c01c2daa6b2d79cc865ede7120b57ba3,
bridge,6,0,1,0,0,7d24d33e39064c8a78d92bd40c65027613aebfb0e07032c0945a169d443765d008d9cacef3ab0d4b8b16527dfa600f4cf300fbe795273a08183934e3eaed525a,
enough,6,0,1,0,0,48abc515efa323fb1675b14ae46f314a0fe42b4a1a06750a4bc13b30838c888b4f4931e81ac37d4cb47c9c6607b5e7adc38e22b121deac6ffaddefcc50a47cb4,
T-shirt,7,0,1,0,0,6ff69b58f306f4bf783e3fdae568046ca2342091272a535886c542e9b5728a4d9d39845c0c6d1a6176921989bddd39576aa78a2d82233e6bd321bfee0dd0981e,
North,5,1,0,0,0,817de02df3498d7f4085bb2e0105fea94ce580b8a07d6b526df91b9652d64259f4f916ce7892b138ec7b6e80ed72703dd854d178b377767e81124958d3073a9b,
aerial,6,0,1,0,0,873ec133ef3f42e92d224e2f99b9035c57344f53f257a5251f4d00ab5faa105e2a73876ca149c6b3c31c11eddad9101bf7b47d740f8aad0c20956ab6c1f2400b,
evil,4,1,0,0,0,4455726f5605299bcd836c742e9351c5a71fd3e1c4d2d994f04ac7fa6f7ec5650af66695c40462f8479332b20090e2c244b5ef39fee50ad60064dc65114dbe11,
deny,4,1,0,0,0,a37a7790ccb2fa5a3c3f2740480cf4035f2870502060f398a1882a44b675de736e33d8ecd9b834bb3d19d807b46875e30aa835edd847c5fe8f1f2942a870bad5,
voiceless,9,0,1,0,0,50ae8a53325e8926f7187df170b6d85f7728e5f995de7eda0f25ca22427fa945ee7fbbcf6f4ec1c7d1ab8138a9b6d827d64b843295fb5a5e16d5e324a9c99715,
dark,4,1,0,0,0,12e44b91caa436c011c6b86eb04f494c82ad2aab1f1727d320c53d4c5e0f87bee65f935d42c840ccf6d5fac8a45fc4c7085f332fdf581ca7e54c786166838c4c,
forwent,7,0,1,0,0,31fe50232cae2f28e2167b62080d797b83ecc348a1873b688077858d2e2205eb0f57b31867bb3c61785d901e3df30ddc1c822099d82172cdcc87d7184ee39ed1,
beryllium,9,0,1,0,0,df78f8bc699adfcf20ed056d01fec9838953f887d4dfcfb0177b18b5a708a2c01fc6c4064d0674f95b378c71f15578586c181d61b44e97f5849a0b736aeb0545,
miracle,7,0,1,0,0,9667de56bab46ab28737308dcd4eefb3feef7ec62cfc4ab7289865c00b7f1a56152c43fde2d9e660c62519c9ebc354a76d538eac806e0d35e2cb4c7cb058cad9,
importune,9,0,1,0,0,b359dd5aa8546819d4ccdee1b3fc60837cc6e9732519c63aaaea3fd7c9df8005e3c0c57b92d69f8b8d69bae806824bedec66c7416563f75ec53dd5da68a3de05,
reportedly,10,0,1,0,0,8083ba10f2a6ff99d3e3c8568ca62d419fb52fdf88da8521103e63dd9d7fb07891922c7c3a4ccae84b6f58489536459055d2e08d5541953a16e81a82b443b0ce,
quinine,7,0,1,0,0,674b8f9a6cbbf736e71bfb07ebbc45ba21826935b9b8d29e3c8615e763c8ddcfe53073276db0970ce16086a1fcfa720aa11ba57ec1d41898e1e086774a60bb83,
glide,5,1,0,0,0,3815d8ebe74085c83e98d0e78cb9bb4e07b85b4438fb728c313a8479fcb78213b4632ff2d626eb310c359ad59c06ac4f1e3a25201334c9e8ab520e24129306a6,
enslave,7,0,1,0,0,f225d99612530b85bd34d2f83375ebe8e18672b321ce99946877be2c84b9a38b4e965135de2ee1f6bce9718c913dde79be52fd488a4f502ed8accdd940eca8ec,
elegance,8,0,1,0,0,135573ad776d95c476b1410c5ad0a939a2dd351d10a4a3be319a03f4674365622da259c3ee4905d9d22576aa1058a338885aa1e90e8e013d5fcd198a87a0a3d1,
entombment,10,0,1,0,0,f71712053a1e42d4b005bbc24eac660c59bb9efb3bc56cc5e324e815eb7bf0babd79b8a5eaec27baeca1c0ce9dc03ae16e4a3249a41dc1777735f76a1c953575,
cleanly,7,0,1,0,0,7725464132897cdf89a216658a8be07368c1e76a166b2ed3ae2fe85cf04625931de41b1f7d91f13f53f2591ccb6084e4c591a3e1a9e800a27fe2db2a44f5615d,
messiah,7,0,1,0,0,bfb2c65dade5bca6658c4ef86c66d20617e495fa79ec7f7adecf52d90345db8734d5e140bdb10edc756057060ab769b1e32638bb300f55568903742017ca8d8f,
anarchy,7,0,1,0,0,d429fdf00987692017c4884bde2adca442e01e953d21f8de4e7977ff558f6b27543f18e0530191720f5816283ff97d5011d5b69e734c2297de579243edf4a400,
stuffing,8,0,1,0,0,4c1404c0afcb87a09780bd78c83a90ae46bd26ce0b4df8783e8994fbde9f34e720d404b4ad8e699f40e2c937356c74bba41de6bb00041a3f1c6c1898d6da32b8,
erase,5,1,0,0,0,5f3be0f44619cdf1d8c2c0c183d8eefbee30b6c0a238e0b7e81f5aad73e0114eda7136703eaf9f0da8334a554552c6878c7a9ceed9618bafcb26c3e4034ec6dd,
marriage,8,0,1,0,0,a35f3983b2b69095ac5bba3f193b174d6d5f86e7ff544e81c43f8309a43bfbaa5f19df5bc1bf4b0d16375e66197a93faa79f325589cefd368ef842f0e914b657,
sobriquet,9,0,1,0,0,4aa45ee3516b68b23cb68d073ae95e5e91f9ac51965f28db6c9b8f9f48046eb26efcb3f6d78dd1a81f848b44f9091bd43c05bf6c81e82b1c5ebf24fcea3741cb,
rehabilitation,14,0,0,1,0,5c817bdca4289a88d7c5f5477080168ffe067dc5747f6c398069042bd033ce09d9e98b489801a09ba5bfa0b013a643f5a3800ed29b91485626c1b3d06ab7af69,
snivel,6,0,1,0,0,eaa8bec2a3681f743c0fe6d0b43a5da172401855cb007558511f8b120a624eb63ec191697e544e387ee66f1eb3d9ab20e82a6866ca5a63689b597426fb39004c,
industrial arts,15,0,0,1,0,f95b17f7f834704d9a085452c8e84e9358d0e682d69100c0e1299188ef8e2ef62b6d4f6a39533ac4d738f5a2340ae79798d75d868e76211b302d7b2f33286410,
bridle path,11,0,0,1,0,349c088007bfb0b00adcac95b3243e3b2286cb5fe01acabac036396cd66a996086fdb1f3137a330616f1590a01a506c42f0d6bccd1887549961fcd4042ebd90d,
water buffalo,13,0,0,1,0,2b1d0d293b1fe7c2e4bbeccf613a15d15b40a12459b3da61f7565a8433e2866a4e10d7ca5be6b4227ce8f6d3f3adff018be171b8de45e3c1204527967ba1731f,
juvenile,8,0,1,0,0,b124b116ecdd5f53ac30c55476c5d5c7bc6d663e627fb22400e7c0a82384cec2ae2b733175aa58fc182f3159667eb2cf9b635e8004275a31450967ceae1593f6,
polyp,5,1,0,0,0,5569e9b6d46a95c438db45fb49045eec3da213443cc5ea1fb3b88792eeff786ced520fefaea30f53a5bf1b06262792991c62f21fd468bcc3e563282c359b74d6,
limpid,6,0,1,0,0,854689e67e92cc5e902dc01261b369a4a0535b7d156c8dbaa03ebaee792e511527cf45e0349d553b0d9d71573262ec83963fbb7c126ade1d696b1b2b71375140,
crystallization,15,0,0,1,0,27b207e993b13fefe1dbe208d5465304110f017f92ecee6204b64d86d6db44dc4889b204196c346372abe894064da4ff295c13ac573549d0ac82acda6a0d37af,
wanderlust,10,0,1,0,0,21f68ef10e9cc2d41f6c2459820bd4eab384842a2cea733d7e2970b2bfd9ebed3a464648d2f7e9c910ce05df73320b33c4bdd98e199b672071e6b8dad3fa7afc,
monopolist,10,0,1,0,0,4a9c4636c73102fc50dfe91120b8379fae370bddc7f6b8e413ff68e416342f79f10a6e888e57ead92dfbe7db268e853101bf849c7642711cf43427933a115359,
prodigy,7,0,1,0,0,c6ed1d4e27f11f5a6aea81bd94e2f7abb23b0959df1185ca1805041dc838f191456720b362c5baffecfcea574f23a6abe56380040a54b0f7e9b2fb282fcd9353,
AM,2,1,0,0,0,374779a4c34c9aca4fd733655f71a42dd19cf55983550956699831071da08ad8c0bb7f6907693362675f4d600b5a3969cd22430945ec2924ea338e8a8df0d02e,
misspelling,11,0,0,1,0,b8abf127680513ab620fd377150c6a562a96417d82d64d3a20dbb22fdfa79d295ee2201c7aa135497be601aab3d3680af9683da4b921b149b544c69d920459cf,
FAA,3,1,0,0,0,2863572b660b132bb1bea6237393f6c5d31d6774a68ec1023e0c200b0c519f260695dcf92ce6d2dd34fbd408a2654e22ea81ce8b3f1f1c9111c9e52a5082c827,
route,5,1,0,0,0,2b3d3e01e3b9eb41f0877e8f58618c1eedea3d7fb26081197549e767183c286ee26d99813efdbff34a4a320376d4aab914574d701f68460476b96062b02e31a7,
town hall,9,0,1,0,0,603af20c60541394af951589edb0b0b3fbaffe66fe2b653c603adc1ee3e03233a431855505d19170f3510185b4294f827d70c458295f088658bcaa2b12d0635c,
uproar,6,0,1,0,0,c2b1dbaa6e0a971c949c4004a71a73e12a27e846e3107c554679cd535ce1b0162cbb2b0ef140916360e691d2570c61b9c35998e366e60930df11c6bec9d1b2a9,
junior,6,0,1,0,0,789356dc64767516b98b2aa14c9f1e98c14535090bee1b83066964bdb807e5e988a2c6f97e6ec90b58f1508654833523ce692e9c56128425d3cca75d0cdfaf70,
reed,4,1,0,0,0,2beb8cf829005b6f152690bcafc8159cb61132798d177505f5f0000f92574eecde6508e4edb08adf1c3edaeedf67acb997ae749b6ceb08b81dd748d492a0f95a,
alleged,7,0,1,0,0,c33f20c7a9d496872eafbe1b64737bd240426f756b972213570bbdc3189c94c960ad1d61b351671ecaa944ab5cb7fd2e9327e59075ce66a4140066a8d2d259f6,
happy hour,10,0,1,0,0,b127a1371690c6dc540d4aa73e519ed7aa353f2c5c9fd6ca5d9a385996f4f72457d420bbfec48e8a4de9f93da6693d34a6ef08aa7fd9041438e9985d469afa91,
overburden,10,0,1,0,0,b217c9e8ae2023960fe02b916f45f5d580f4c15da391fdc961697340fdcf1625d954cf06e733b93b404de4132d2a627f40ccebda5cbc462d6b5a835292df1bef,
quart,5,1,0,0,0,55f66a3650617ce4b233115fc798f15884f6485835d3f9a9c2c8d2c554c0fbe0c4b31f996e28eb7d7f12d806e4b43be1eec61760cdfc7951aaa1c5a2de69a24f,
regrettable,11,0,0,1,0,a61002c77ea790668590828645d7fee5e2b7e2634ca8763cb6bd33f07f8518c38cc51f593a611d4dc363af6628641adc4a8798925221d96961214e17b07adb4e,
encyclical,10,0,1,0,0,9330209940c3310ff444d1b2fc283ddbe97059ca059518534dcfd99c7f76d21e4c596689663bf79fd7b4bccc9ca4863c49d7126433550e7d6870d077d42e16ae,
technicality,12,0,0,1,0,d5f43f4dea51c3128d0042bb33f4fe9120e3dd0e0505b7c84dcb16c27ab9ca66a78a974bb1f756b5a71b56b69d31d05ac489d1ff70cde1884411f86b22d73e6f,
blue ribbon,11,0,0,1,0,ed3fab0cfa1cb600f960356fab888fb4adbf0b998e68022cfd10dd8ce949c45f7739ee6e3c83812914bf15312c035b0728cd2f519dde68cda24d0208023aeee4,
toucan,6,0,1,0,0,ad02044c18fe7672c5fe53c6c552f444eec80dda8b7b7545be721210d65e2bde646b4a85e050b9ec4bf9865a1616f91303080513b8412a95e324242ca617d1f3,
repose,6,0,1,0,0,4528b2fc0266c7f6a03628d8f041525c2e004999dcfb09d167721d018542242ac4b788b12814470aa44650bc7101111e864fbe11ac55ef9b66cceb9c80605495,
lump,4,1,0,0,0,64b95a6044e51f68bbec4f1988f68f240332019479d5e27c2e9d2d31925d1cf118d15d1f166c5fd1f71ca0327cfe153f47f0b3174a5a4f9ec01d4f836bc7d53b,
escapism,8,0,1,0,0,59e9e2eeed5afbf40484dee8e5d4eb6b9a22db95d1b5a331dd956f1911eba11e43a970643d2b028df0e2ad9895a3e1f80b1be2df782affd42280aad932c82925,
memorization,12,0,0,1,0,caa63aa876c03adc12dfe4ae5aa053671c26626e93c898984a9df5fc43a59a77650c95756497f85470e5ffd4e8a761eb9c07a5c11f260ee5c64af536d51a5735,
nuclear family,14,0,0,1,0,94bedfca663697454cdb21c802758e4d57e926a41a92a2147b001006e4baf811b2f7134baa86b5112697a967fa187c9fac79bb535f2f39882c05e5a971e4b5c5,
bellhop,7,0,1,0,0,1a6fa027d965077d07943c4ab873eedcc06376b8a01386ec23026a39e0bcc1ba17db0d7e1ed80ade80878f4236abde9b639794308060dfda1c82722a3a8c0e86,
recollection,12,0,0,1,0,9570110eb9f63aaabe94c6b36923e2a7a0f23d63629efedf58491fa2dbd64e2f83169eb05503414ab6f2bf28abd84e455b9fdfb53c67105fd08d5dc3548ada19,
scrimp,6,0,1,0,0,dd9b0fb2045e68bb82d32198a3a411526e7eabf6d621b83fba571edae374395ed9ccfcf71fbac2494c0af1ead0de1cb3b830a161d05f15199666a49b9a48746e,
trading post,12,0,0,1,0,6f01ee50755f6b08b0b1f2bf621a173480c839b09494a4ccd7389fc378716f629e63eee3ea11e442d3824dc2de47396c734972c3865d7de3693b28d5eb3dde0a,
amnesty,7,0,1,0,0,68912808a504fb684b58d0e305fa267c8d3caedd4137bfdcb2065f3150df2e1ea98d45e88e6b5e1ee7891dfd370d116425730509e5656fa3a71021e20611ef73,
maladroit,9,0,1,0,0,cd52bb39f3f4655c52a00054d364de61f16ab5d0f0525a1fd972a2b028ca2800ab8455f991be7c10b7bdeca508521571bdfc6c641d6bd894d40efcf36de4da45,
crab,4,1,0,0,0,32ac0131785f32990f91a81797a1ea18aa45addf21e3939c63033cdb0954136ee45e4282a7b9e35a7905883aa4955c534afd3f83904dc270daa3b02efc86517f,
topsy-turvy,11,0,0,1,0,bf4f3dfc370ca0c3cc42f182543a5b27ae83e4e0ba5a7e14a853c42477ce7ec350b151fd08e7aced8584d643fa9dcf6fd131241c873c38f07f6a21053fd19978,
proscribe,9,0,1,0,0,ebdb70c7f388f8b536b3e3843814d20945f561aa396eec4d5e185670fceda9d7725da58b0a05c6361125ae073775d18d9a053d6052726dab1d5914647aea5542,
biology,7,0,1,0,0,b6c290e8e986e21d16b1614d26f636e1f634a33e6ffd6f07bb17cc8829fe194f98610d1579a431ad9d964fb10be71c6f466b52b49bf8108b6f436e38e26594e7,
craven,6,0,1,0,0,8c2d64b25327792690d3b317bed47f0fd966ade28aeb39285cf2b3082f8d3325b75cb71514c7f2e9dceb29e9e47951ce1d53f1d31176658c35bfe48b9fcc93b7,
drowse,6,0,1,0,0,41e98fea5a2a9ae859a2fbc23b03c1bfc852ab389570a0d7c58ac755186170cca7cf03373ddff7a2c51866be44a6bfdc6cddf8074677ab99646a08656142a8d2,
caption,7,0,1,0,0,b289ffda6a9ee564fcf097df6c6121a271aaf1c2acf2784e9d8c9e107d4e65cee16939e11c22414d2636782a31fa20627fa95a479ef59ae120802ff445faeeca,
financier,9,0,1,0,0,14a752e776db0c53776a24f81b2b60ccc898d887dde4880bcf4825b66d0e3094d8b17a86a3692892eaf8cf2c680f47f57a8cc4565148577ddba2eb0932a470fa,
twig,4,1,0,0,0,688563207f412619f220a5191e891ad668a3d2e84a0e29d790aa33a9821dd99645348a3996f98738e6b07aba7c1418d23ac5624e7c5d50017dcbe8491c88f5a3,
adjudication,12,0,0,1,0,f4348c3d28ffcd964cb31dc3c40be988ef41e26fa6dc1802d16f82216139de4c0de486482b4dbd401a4c73777fd95d44f883d3d4c27374c2d34d0a62e7c30aa3,
cannonade,9,0,1,0,0,5536d26073466fca8fb62e1e5f6248a9dcd04fdb90c91d224a0c9519b0a6d58faa169723ed2c7500e1e86a20ec8ecfa764fcb4c50177848abb8e4ee6b8037185,
tommy gun,9,0,1,0,0,acb402bf686222bf7f7d825d14f9f18e51903f74057eaffa62fad6e1fc804af0ac5921b6fe02a04a02386d83f4d45c513d7255be24daf0505947734b2b129648,
blood vessel,12,0,0,1,0,1afbad3667a2bd5ecdc8771967153e40b35df48ad33a71235bafa1f27aa289b24ea66a035e4bbb2af222e927c94b97e079f45cdcdad8e0502b8cf4aaaf2d95c6,
sponge bath,11,0,0,1,0,602baa21900b2747caf8cae68202153819794d39ebb00f79c52d9c030f7f574915ec37b00395e54ebfec88ffe414c2dfa480a1c2d59f06e84f0724c81b979f6f,
lamination,10,0,1,0,0,ffd6e81a84db9722f18605dea7d8d4993502e038a0eb151fcc0e715edff5ca3ab7665d5ffce235f57cabfad3810ec96597669f52a0ad717153bbafb726b515b8,
shorthand,9,0,1,0,0,4fd040bc4e8f9ef9fa9509c7aef9907e99d12253557d0751237b570d6eecfff44e7ee62e37f2fb872cd5a29b0246e10a33a00a71f31000014b97b7e0adaf9457,
spat,4,1,0,0,0,cba03538c8a65521afd01c649eb599782bdb5a680827ce81aa3eee656bc8d4d4296483d3fdb7c9f36e891c45abebb11146403c06930bcb0fc1d3ed4308793f56,
dreamland,9,0,1,0,0,ee42b38427ff8b6243f3b7f2c077a09ab8790454db6e7e5a525743f9efce3f30d0bbf3480534ebdc56b4ba9939dad813812ba71e872748b4d36559819ae35d4a,
revamp,6,0,1,0,0,d841e33859dffdca3f00ea1259bcd65dec7f12a070eabb8f1738f569ed3ac5550a7f5bca182f2461f92945de39298311c032eaf028857e69f20f4263bde3b1de,
nicety,6,0,1,0,0,0c71c2f22c4bbd6e0bd9d623dce4d453424bb6559ae9ae54722e04068fa97de106bbb1d124afd0497d7fd41780e523307a32fe95c2c32a13ceeb28ba278e5a6e,
pince-nez,9,0,1,0,0,2bba9558b5b923c3e26d224d8c24b80bede4ddeb0c4b1ca8826bd654d9ca8f4a8840a22011c61eb2a3c12443e7fbf45ea65946b7c083ee639f32a159cbccc73b,
starch,6,0,1,0,0,e0e69fbf69506ac27f53ea34b3bbf44bbd1934ed48808512bde955fe88b428c8ecbd6d01bb13b95f9bc1dec6824b719c64cd6a6d075999e9ff94be8f9351d162,
norm,4,1,0,0,0,2c1b3ed9b0c3ff61cc51a903f1ef9f7123e7390aabfeaf27b488968771c2b9126eb6bdcd99beb00e98186a62084b2bb7df3277ecf31b0defec747bbe46618341,
herewith,8,0,1,0,0,1332971027ce2b8800374d894783676489621ba40f285409b273a4205c58984d42505f3a96cdffc6327f7928f6f2204163d1b6c32a3bdc52b7da06b3da105a86,
fecal,5,1,0,0,0,20cb622f3eaa805e1c86c39a3487f36e38c03b2d032ccd23c166aa22312082eed798e466928a1c225232c7906a2b981c5d69e7398c7a159661114a3353f7d1dc,
enchilada,9,0,1,0,0,9300af12a222522607b039af72acdd9ad4f6623e4537db2ee903fa8e7a9b3b49b54f3bc3ebdd336c8eb6c9ec1a8779dc4a0492e4c6700acac78d26635e8868b4,
wisdom,6,0,1,0,0,5b56ccf817873a98a2884fee368fef85ddcc90c469ceabe8fd03ae3fe35f6b4b612211f10cb38586ff58c43a1068df479741211645ddd4342a785446fea4b7b2,
Negroid,7,0,1,0,0,fc8d1d0e088f0bf78b582f871abddf9f047ed43b87a879d36d22a63c359fbb26a97ee16d0c9eed3ab53aaaea2d30bfbedb5b18e4ef1e3e16897f2fbc3d8de3ed,
panchromatic,12,0,0,1,0,3fc9b5d2a9e0d80585f11cc487980ae68b7ad6e72573448e7a41de990e58692bc7d23332d936e15c2cfc659fa419889f3a0d37c45a55f1a9abc7c6c0122ce63a,
cemetery,8,0,1,0,0,e9c816e92bb8cd89e2759c65aba228280cb4f0e4ead88b9caee6574ea068f86682b65b45f68acacc314183f75d88d6be1cd3b61c107dc08ff7ed86be7a3658af,
spokesman,9,0,1,0,0,eb3c9a05b1e57bbd26b2b5ee90aaf2febb97565c3c70b3ead1c5edd93a7346fb10d8fcfb54639b57b23cdcba30516dc347f5541b3e2804496a575c2c7498b40f,
personalize,11,0,0,1,0,cca7e365603cee2b86ca5afd59e521908acd7650a8a39fae99e8acbe8e232a7a46b5e016d3d548c62f4fcb5ae059708894f456d0b4c134ab4bc7c8a7ca811697,
thumb,5,1,0,0,0,cab54e4bed2d7a05f23b1894abf6123b6682f1f2482680e7adec3b574706becde7599f575df05a264a4c277bdbff64d9f95b62600d73ace0739255cde82b3e5e,
gentle,6,0,1,0,0,c86d3124be9d9e59ecdbbd195951460004c29289de2fbefca2ea4af01453ccfe0078a952e6e40cc6339d4e67ce207f920af919a431a4effa893e029a420e0ce9,
interplay,9,0,1,0,0,2bbff2e638d4001d3539ed817753278852d2d0b981edcd93ebd512e638715af8a9d9e6b90872e23a8656a45befe0820dcc8618c4accf2f99facd5a6c20122d9b,
dromedary,9,0,1,0,0,5266b0dfc3c7d45887a651bc9991c40ecd37e08cd69963f0169194700b8ecfdfdae34eb5978d64e64eed412535ab859f1a33c3566df20697884d7f45383677d3,
laxative,8,0,1,0,0,82cc90b3ebab7aed734423b25c8cda001dd8b8e2de563129772077ab96f7c642eb7e8c5ccdb3253224a8ff1fd458d2c94587145a68b49f3a77136d0765b7f57a,
thunderous,10,0,1,0,0,5412f57edde85113e6baedecec70a6f804e5e6e2c70f661eae38fc0611e859c42cd84bf9fb01a9166726cbcc71abf9e1994dea8aefe7eba07443a135e8fa9b7c,
walk-on,7,0,1,0,0,9357afbb3982e14c3910eb3a2c188dba90afbb06081d6541682ac6fd2cd8d5db3f3371b3512c50f5bd5c56c49238c5ac8068f49484ef1016841ff9c65a2f7364,
relative,8,0,1,0,0,11d5c7f8ab21140647996d3a4a7074aca357619c630aeebd55216afcd228f9e4d1c92e84cc374eb3ccf1c571cdc8e470c9661fffb125cb103e75ca1fd96012ab,
evening,7,0,1,0,0,27d7cbd977cb2a5dba127c564eb687180a24fdb417bba2e2de6dba048456b535a85317b4ad75ca2a3ae1bf7109b36af76d6114d477b66e11ae4fe92e98d02598,
mahogany,8,0,1,0,0,84b82c47ca6a52652392adbfc0544ff3e648dc3b667a7f5f6c658916550f06d73d4028647a905d2d74268716f83a122945f3f2576852afcaf12b2eb30e90d583,
resonate,8,0,1,0,0,4924f4030dd7ac3deddf6fd2c3513d85a00df525e1ab699a41abb2fd7de8acf1577a3f508c079455315e211cbd517e7e1788e96802d29773b22b09d5ee7f1343,
chow mein,9,0,1,0,0,655fbe657c2d3aa9de0ae04a800e7c85b802fad6b3f88722a249348de4341956f4f54f396defef7dfdfc6e8101190508ab810879b9afc3e62c89294db868a0b6,
scoundrel,9,0,1,0,0,e5bcbd63fd29af976ac0c91f38643d4c199fa7cb738a4cbaaac0b33f0af7c16d542380a783e7ec9267262465b1a8430ec8428cdef1e8234ef4a2f3d940fd0c80,
download,8,0,1,0,0,2da33b9f5b0781675bea57d971386b4be20fdf25a2f748d94106adfd12a0f173fd2b1b18c5784f9b8b054ba820298838fe0b4aee5f221360b66a7bf203f2e79b,
reconnaissance,14,0,0,1,0,9d8afb6f0090681055f0b491e26e8dfaa2fb294e583a504a02848162a233c94b0ef9238a6ed206470eae7eaa6d8edd545d13839c184e22fee00326374845abdb,
brave,5,1,0,0,0,2239b6925249ebb320567c72b38486d620160588d1aeafb7eb616a17b2a4422fc5eb07a706a26507d0567f3b3f186f971ba32812006f5d79281941d8f414874c,
light bulb,10,0,1,0,0,bff908cae05a39c02db002047b43f598058014659106f449b1ebbffdd87fc99283ec7f2fab335d46e926f340d3ace9bdb3c82323988d8250bd3f58e94e73db8b,
ultimate,8,0,1,0,0,4bc069a4b748c50c60d070c56c8a4c788b61946358897c77e5c67c8bdb242571fe76038cbbf79dad50467709728dde3e53b58c7436f62d71e26ace58d7d9c1d2,
thirty,6,0,1,0,0,ad8de9712535f5c30afd83260e59d36ead4bb37ba1235a1df4143835ceafcd06babad53f7a2510a026d615a657799c11018c270a4096727d4d4ca452a7ce1884,
leopard,7,0,1,0,0,5e19adc3a04e819b89f2b049171f4ece140914b3bec6c54c65005b4cb88b3f28e7e2bb25bda56c8bdf2d9aad152c98ad90c4e65db893a2f5f780244ef552cb53,
Ag,2,1,0,0,0,1de48537d61089b470458b6efbe17030b87388ec337c97ae89b357751d50d01115cd6ad3f90ad1483c7f75fead241c4de77170df73b930c7baef3042e77da454,
gauzy,5,1,0,0,0,3e11d92c6b539f1619af2fd7fa629b5d53da7fef40b5679019215b6d6c4eb6c325c5313111485988eaf4e9cdb86bd290d3b51109b802b26f431ff907f98f0248,
clipboard,9,0,1,0,0,4356703d3842cabf66623618665b163b47acfeff07b34d826291fdc5170d42d372a88e4219de1222537302aadf53df35c4be75f50df4386046a744f079bff055,
perjure,7,0,1,0,0,57b745ec81a6b295fbed4a4be1c5b342f6d68d7c06c7b4428b24628ec1dcf15072e270657dd63b2aff0ac8e897f33cc07ebcd647d98c6cb24d262684a7e88ad4,
premeditation,13,0,0,1,0,d2d66dcf88ae2a23e161a35fb59a0e003d5c37917514234fb3fbcc0aa3230dda393bdfa8b7e44d881c4cd6c28bed72f8319a95e56b01d93f4d01ce63219ebcce,
industrial-strength,19,0,0,0,1,b955c514a872777ff2eac0dbfe892f9ff3b00c102216d30357fde2d950b24f81f946512dd43c6887488f37f3c94a0113373c8f9c474acff5144b3ab3c71feb76,
genesis,7,0,1,0,0,9fad20395a815a68752128454ca2fc17538a5e03178c04e54dcd35bce0f252d2358be2547596623ab63a0408874c4213c21e50f507c03d73e6f286826a0862e6,
